id_deudor,segmento,producto,departamento,tramo_mora,dias_mora,monto_deuda,score_buro,contactabilidad,probpago,decil,segmento_propension,estrategia,descuento_recomendado,plan_cuotas,canal_recomendado,valor_esperado_recupero,prioridad,pago,guion
KB-100078,Retail,Tarjeta de crédito,Montevideo,91-180,124,40430.0,457,0.538,0.5346,5,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,17291.7414,6702,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 40,430 en 6 cuotas de $U 5,391 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100079,Pyme,Tarjeta de crédito,Montevideo,91-180,117,49240.0,573,0.627,0.7892,7,Alta,Pago total facilitado,0.05,1,WhatsApp,36915.2874,3980,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 49,240. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 46,778. ¿Coordinamos el pago?"
KB-100080,Retail,Financiación retail,Montevideo,1-30,29,21170.0,525,0.609,0.8757,8,Alta,Recordatorio suave,0.0,1,Email,18538.9285,6444,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 21,170 (ref. KB-100080). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-100081,Retail,Financiación retail,Montevideo,91-180,102,79260.0,467,0.485,0.2867,3,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,12496.1281,7760,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 43,593 (45% de descuento sobre $U 79,260) cancela toda su deuda. Es por tiempo limitado."
KB-100082,Retail,Tarjeta de crédito,Canelones,31-60,39,36160.0,863,0.645,0.9695,10,Alta,Pago total facilitado,0.05,1,Email,33303.9592,4310,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 36,160. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 34,352. ¿Coordinamos el pago?"
KB-100083,Retail,Préstamo personal,Salto,180+,362,14870.0,638,0.865,0.1467,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,1199.9596,11413,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 8,179 (45% de descuento sobre $U 14,870) cancela toda su deuda. Es por tiempo limitado."
KB-100084,Retail,Crédito automotor,Montevideo,91-180,134,13340.0,544,0.478,0.5208,4,Media,Plan de cuotas + quita moderada,0.2,6,SMS,5557.6259,9675,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 13,340 en 6 cuotas de $U 1,779 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100085,Retail,Tarjeta de crédito,Colonia,1-30,15,53410.0,447,0.983,0.6724,6,Alta,Recordatorio suave,0.0,1,Llamada,35913.2985,4072,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 53,410 (ref. KB-100085). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-100086,Retail,Financiación retail,San José,31-60,46,14300.0,455,0.141,0.5196,4,Media,Plan de cuotas,0.1,3,SMS,6687.5303,9318,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 14,300 en 3 cuotas de $U 4,290 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100087,Retail,Tarjeta de crédito,Montevideo,61-90,74,37580.0,532,0.574,0.518,4,Media,Plan de cuotas,0.1,3,Llamada,17521.2738,6656,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 37,580 en 3 cuotas de $U 11,274 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100088,Pyme,Préstamo personal,Canelones,91-180,179,145860.0,686,0.944,0.4285,4,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,50001.7129,3100,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 145,860 en 6 cuotas de $U 19,448 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100089,Retail,Tarjeta de crédito,Canelones,61-90,68,19050.0,727,0.63,0.9708,10,Alta,Pago total facilitado,0.05,1,WhatsApp,17569.3412,6641,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 19,050. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 18,098. ¿Coordinamos el pago?"
KB-100090,Retail,Préstamo personal,Colonia,61-90,84,14310.0,555,0.69,0.7088,6,Alta,Pago total facilitado,0.05,1,Llamada,9636.2224,8480,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 14,310. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 13,594. ¿Coordinamos el pago?"
KB-100091,Pyme,Microcrédito,Artigas,31-60,51,42270.0,602,0.708,0.9728,10,Alta,Pago total facilitado,0.05,1,WhatsApp,39065.8719,3813,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 42,270. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 40,156. ¿Coordinamos el pago?"
KB-100092,Pyme,Préstamo personal,Colonia,61-90,77,112880.0,662,0.516,0.9247,9,Alta,Pago total facilitado,0.05,1,WhatsApp,99164.1478,1727,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 112,880. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 107,236. ¿Coordinamos el pago?"
KB-100093,Pyme,Crédito automotor,Montevideo,1-30,24,384820.0,704,0.963,0.9698,10,Alta,Recordatorio suave,0.0,1,WhatsApp,373214.0668,434,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 384,820 (ref. KB-100093). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-100094,Retail,Microcrédito,Rivera,31-60,32,13520.0,543,0.506,0.7092,6,Alta,Pago total facilitado,0.05,1,WhatsApp,9109.0177,8611,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 13,520. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 12,844. ¿Coordinamos el pago?"
KB-100095,Pyme,Préstamo personal,Montevideo,31-60,38,62180.0,731,0.557,0.9224,9,Alta,Pago total facilitado,0.05,1,Llamada,54484.7072,2886,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 62,180. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 59,071. ¿Coordinamos el pago?"
KB-100096,Corporativo,Préstamo personal,Montevideo,1-30,25,272180.0,544,0.803,0.6871,6,Alta,Recordatorio suave,0.0,1,Llamada,187027.7046,901,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 272,180 (ref. KB-100096). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-100097,Corporativo,Préstamo personal,Canelones,61-90,76,545730.0,337,0.537,0.0623,1,Baja,Quita agresiva por pago único,0.3,1,Llamada,23811.8823,5514,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 382,011 (30% de descuento sobre $U 545,730) cancela toda su deuda. Es por tiempo limitado."
KB-100098,Pyme,Crédito automotor,Montevideo,180+,450,54400.0,639,0.37,0.0135,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,404.151,11895,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 29,920 (45% de descuento sobre $U 54,400) cancela toda su deuda. Es por tiempo limitado."
KB-100099,Pyme,Financiación retail,Soriano,1-30,27,315690.0,437,0.435,0.2307,3,Baja,Quita agresiva por pago único,0.3,1,Llamada,50974.9227,3040,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 220,983 (30% de descuento sobre $U 315,690) cancela toda su deuda. Es por tiempo limitado."
KB-100100,Retail,Cuenta corriente,Montevideo,91-180,173,28510.0,641,0.323,0.437,4,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,9966.9987,8404,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 28,510 en 6 cuotas de $U 3,801 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100101,Retail,Tarjeta de crédito,Tacuarembó,91-180,100,85830.0,759,0.751,0.9042,8,Alta,Pago total facilitado,0.05,1,Llamada,73730.4368,2253,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 85,830. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 81,538. ¿Coordinamos el pago?"
KB-100102,Pyme,Microcrédito,Canelones,31-60,57,96270.0,597,0.391,0.4391,4,Media,Plan de cuotas,0.1,3,Email,38044.4958,3893,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 96,270 en 3 cuotas de $U 28,881 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100103,Retail,Tarjeta de crédito,Artigas,31-60,33,26530.0,746,0.538,0.9671,10,Alta,Pago total facilitado,0.05,1,Llamada,24374.6295,5426,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 26,530. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 25,204. ¿Coordinamos el pago?"
KB-100104,Retail,Microcrédito,Tacuarembó,91-180,144,13060.0,741,0.484,0.827,7,Alta,Pago total facilitado,0.05,1,WhatsApp,10260.2149,8334,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 13,060. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 12,407. ¿Coordinamos el pago?"
KB-100105,Retail,Préstamo personal,Salto,31-60,35,66370.0,483,0.693,0.5116,4,Media,Plan de cuotas,0.1,3,Email,30561.9053,4606,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 66,370 en 3 cuotas de $U 19,911 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100106,Retail,Préstamo personal,Soriano,1-30,8,12880.0,349,0.497,0.2777,3,Baja,Quita agresiva por pago único,0.3,1,Email,2503.5299,10756,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 9,016 (30% de descuento sobre $U 12,880) cancela toda su deuda. Es por tiempo limitado."
KB-100107,Pyme,Crédito automotor,Montevideo,1-30,3,897880.0,620,0.494,0.6775,6,Alta,Recordatorio suave,0.0,1,Llamada,608289.1495,233,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 897,880 (ref. KB-100107). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-100108,Retail,Tarjeta de crédito,Montevideo,1-30,13,22430.0,432,0.477,0.5519,5,Media,Plan de cuotas,0.1,3,WhatsApp,11142.1513,8089,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 22,430 en 3 cuotas de $U 6,729 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100109,Retail,Tarjeta de crédito,Canelones,1-30,8,9150.0,425,0.694,0.7337,6,Alta,Recordatorio suave,0.0,1,SMS,6713.2011,9314,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 9,150 (ref. KB-100109). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-100110,Corporativo,Tarjeta de crédito,Colonia,61-90,62,324180.0,686,0.294,0.9152,9,Alta,Pago total facilitado,0.05,1,Llamada,281860.1354,580,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 324,180. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 307,971. ¿Coordinamos el pago?"
KB-100111,Pyme,Tarjeta de crédito,Montevideo,1-30,23,46220.0,268,0.513,0.0483,1,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,1562.8409,11224,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 32,354 (30% de descuento sobre $U 46,220) cancela toda su deuda. Es por tiempo limitado."
KB-100112,Corporativo,Microcrédito,Rocha,91-180,124,181800.0,447,0.857,0.0314,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,3138.6401,10508,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 99,990 (45% de descuento sobre $U 181,800) cancela toda su deuda. Es por tiempo limitado."
KB-100113,Retail,Préstamo personal,Maldonado,61-90,82,17140.0,664,0.473,0.8865,8,Alta,Pago total facilitado,0.05,1,Email,14435.4578,7307,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 17,140. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 16,283. ¿Coordinamos el pago?"
KB-100114,Pyme,Microcrédito,Colonia,91-180,152,152970.0,407,0.366,0.0216,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,1816.7563,11090,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 84,134 (45% de descuento sobre $U 152,970) cancela toda su deuda. Es por tiempo limitado."
KB-100115,Retail,Financiación retail,San José,180+,268,33610.0,458,0.67,0.1199,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,2215.5442,10892,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 18,486 (45% de descuento sobre $U 33,610) cancela toda su deuda. Es por tiempo limitado."
KB-100116,Pyme,Microcrédito,Soriano,31-60,50,88230.0,697,0.639,0.4525,4,Media,Plan de cuotas,0.1,3,WhatsApp,35934.8843,4069,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 88,230 en 3 cuotas de $U 26,469 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100117,Retail,Financiación retail,San José,91-180,95,25090.0,606,0.624,0.9222,9,Alta,Pago total facilitado,0.05,1,WhatsApp,21981.125,5816,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 25,090. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 23,836. ¿Coordinamos el pago?"
KB-100118,Retail,Microcrédito,Lavalleja,61-90,63,19750.0,518,0.713,0.7769,7,Alta,Pago total facilitado,0.05,1,Llamada,14576.6412,7281,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 19,750. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 18,762. ¿Coordinamos el pago?"
KB-100119,Retail,Préstamo personal,Montevideo,1-30,16,31590.0,656,0.696,0.8944,8,Alta,Recordatorio suave,0.0,1,Email,28253.356,4898,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 31,590 (ref. KB-100119). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-100120,Retail,Tarjeta de crédito,Florida,61-90,61,29500.0,590,0.683,0.4361,4,Media,Plan de cuotas,0.1,3,SMS,11578.632,7989,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 29,500 en 3 cuotas de $U 8,850 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100121,Corporativo,Financiación retail,Salto,31-60,46,986160.0,478,0.615,0.5144,4,Media,Plan de cuotas,0.1,3,Llamada,456535.2981,354,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 986,160 en 3 cuotas de $U 295,848 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100122,Retail,Crédito automotor,Canelones,1-30,17,15620.0,370,0.375,0.59,5,Media,Plan de cuotas,0.1,3,WhatsApp,8294.2081,8835,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 15,620 en 3 cuotas de $U 4,686 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100123,Retail,Cuenta corriente,Montevideo,61-90,71,16340.0,382,0.743,0.3057,3,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,3496.4039,10370,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 11,438 (30% de descuento sobre $U 16,340) cancela toda su deuda. Es por tiempo limitado."
KB-100124,Retail,Préstamo personal,Montevideo,91-180,120,18330.0,651,0.631,0.7845,7,Alta,Pago total facilitado,0.05,1,Llamada,13660.6149,7483,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 18,330. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 17,414. ¿Coordinamos el pago?"
KB-100125,Corporativo,Financiación retail,Canelones,31-60,48,1450760.0,410,0.775,0.0587,1,Baja,Quita agresiva por pago único,0.3,1,Llamada,59617.166,2667,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 1,015,532 (30% de descuento sobre $U 1,450,760) cancela toda su deuda. Es por tiempo limitado."
KB-100126,Retail,Tarjeta de crédito,Artigas,31-60,45,12520.0,496,0.743,0.8437,7,Alta,Pago total facilitado,0.05,1,WhatsApp,10035.0446,8386,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 12,520. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 11,894. ¿Coordinamos el pago?"
KB-100127,Retail,Crédito automotor,Montevideo,180+,243,20250.0,596,0.537,0.4569,4,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,7401.9132,9102,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 20,250 en 6 cuotas de $U 2,700 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-100128,Corporativo,Préstamo personal,Paysandú,1-30,11,1501160.0,519,0.542,0.7461,6,Alta,Recordatorio suave,0.0,1,Llamada,1120020.3305,93,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 1,501,160 (ref. KB-100128). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-100129,Pyme,Préstamo personal,Cerro Largo,61-90,64,203960.0,593,0.587,0.8919,8,Alta,Pago total facilitado,0.05,1,Llamada,172811.4899,984,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 203,960. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 193,762. ¿Coordinamos el pago?"
KB-100130,Retail,Préstamo personal,Montevideo,61-90,85,27470.0,576,0.602,0.1518,2,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,2918.03,10594,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 19,229 (30% de descuento sobre $U 27,470) cancela toda su deuda. Es por tiempo limitado."
KB-100131,Pyme,Crédito automotor,Montevideo,180+,186,46210.0,423,0.198,0.0925,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,2350.3997,10830,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 25,416 (45% de descuento sobre $U 46,210) cancela toda su deuda. Es por tiempo limitado."
KB-100132,Pyme,Microcrédito,San José,61-90,74,119620.0,719,0.559,0.8242,7,Alta,Pago total facilitado,0.05,1,Email,93664.0974,1818,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 119,620. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 113,639. ¿Coordinamos el pago?"
KB-100133,Retail,Préstamo personal,Canelones,31-60,32,44040.0,750,0.237,0.9659,10,Alta,Pago total facilitado,0.05,1,Email,40411.0688,3718,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 44,040. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 41,838. ¿Coordinamos el pago?"
KB-100134,Corporativo,Crédito automotor,Canelones,1-30,19,1504790.0,730,0.58,0.9087,8,Alta,Recordatorio suave,0.0,1,Llamada,1367375.4135,70,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 1,504,790 (ref. KB-100134). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-100135,Corporativo,Cuenta corriente,Montevideo,31-60,39,2381640.0,630,0.563,0.6877,6,Alta,Pago total facilitado,0.05,1,Llamada,1555947.9967,52,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 2,381,640. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 2,262,558. ¿Coordinamos el pago?"
KB-100136,Retail,Préstamo personal,Salto,31-60,34,10650.0,762,0.529,0.9358,9,Alta,Pago total facilitado,0.05,1,SMS,9467.9011,8524,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 10,650. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 10,118. ¿Coordinamos el pago?"
