id_deudor,segmento,producto,departamento,monto_deuda,dias_mora,cuotas_atrasadas,antiguedad_cliente_meses,score_buro,ingreso_estimado,pagos_ultimos_12m,promesas_cumplidas,promesas_incumplidas,contactabilidad,gestiones_previas,canal_preferido,pago,tramo_mora
KB-100207,Pyme,Financiación retail,Soriano,73040.0,259,8,134,517,52100.0,4,3,1,0.589,7,Llamada,0,180+
KB-100208,Retail,Préstamo personal,Treinta y Tres,22360.0,38,2,27,768,20300.0,6,0,1,0.789,5,WhatsApp,1,31-60
KB-100209,Corporativo,Tarjeta de crédito,Maldonado,1721060.0,36,1,52,736,18000.0,4,3,2,0.463,4,WhatsApp,0,31-60
KB-100210,Retail,Crédito automotor,Montevideo,17810.0,348,12,27,622,44200.0,7,5,4,0.597,8,Llamada,0,180+
KB-100211,Retail,Financiación retail,Durazno,37480.0,26,1,11,422,27300.0,6,0,2,0.405,3,Llamada,0,1-30
KB-100212,Pyme,Préstamo personal,Montevideo,194580.0,24,1,76,270,24300.0,5,0,1,0.307,2,SMS,0,1-30
KB-100213,Retail,Tarjeta de crédito,Montevideo,42120.0,179,5,144,539,20400.0,2,0,3,0.273,9,Email,0,91-180
KB-100214,Retail,Crédito automotor,Canelones,24090.0,13,1,35,537,48500.0,6,3,1,0.683,1,Email,1,1-30
KB-100215,Retail,Financiación retail,Tacuarembó,41560.0,85,2,139,612,34200.0,5,5,1,0.684,7,SMS,1,61-90
KB-100216,Pyme,Préstamo personal,Rocha,319260.0,91,3,164,548,22200.0,9,4,2,0.99,3,WhatsApp,0,91-180
KB-100217,Pyme,Financiación retail,Canelones,187070.0,25,1,111,757,9700.0,5,4,2,0.898,8,Email,1,1-30
KB-100218,Retail,Préstamo personal,San José,27040.0,17,1,163,591,38400.0,8,2,1,0.497,4,WhatsApp,1,1-30
KB-100219,Pyme,Cuenta corriente,Paysandú,371800.0,16,1,29,443,120100.0,7,5,1,0.697,2,Llamada,1,1-30
KB-100220,Pyme,Financiación retail,Montevideo,8910.0,27,1,179,363,38800.0,5,5,1,0.617,5,WhatsApp,0,1-30
KB-100221,Retail,Préstamo personal,Montevideo,42740.0,60,2,109,659,82700.0,6,2,0,0.618,5,Email,1,31-60
KB-100222,Pyme,Tarjeta de crédito,Montevideo,509860.0,14,1,25,496,110000.0,6,3,0,0.621,6,Email,1,1-30
KB-100223,Retail,Préstamo personal,Tacuarembó,59200.0,24,1,9,706,25700.0,5,3,3,0.516,1,WhatsApp,1,1-30
KB-100224,Retail,Crédito automotor,Montevideo,49930.0,20,1,9,595,38300.0,4,0,1,0.76,3,Email,1,1-30
KB-100225,Retail,Tarjeta de crédito,Trinidad,51460.0,69,2,136,374,32200.0,7,2,2,0.292,9,Llamada,0,61-90
KB-100226,Retail,Tarjeta de crédito,Salto,68000.0,106,3,154,583,170500.0,2,4,0,0.413,8,WhatsApp,0,91-180
KB-100227,Retail,Tarjeta de crédito,Canelones,108970.0,237,8,51,777,56300.0,1,4,2,0.751,6,WhatsApp,1,180+
KB-100228,Retail,Cuenta corriente,Artigas,29630.0,59,1,28,528,113400.0,6,2,0,0.436,3,Email,1,31-60
KB-100229,Retail,Tarjeta de crédito,Montevideo,9520.0,71,3,88,719,16300.0,4,1,1,0.629,3,Email,1,61-90
KB-100230,Retail,Financiación retail,Río Negro,25660.0,45,1,108,456,42300.0,7,1,1,0.318,1,WhatsApp,1,31-60
KB-100231,Retail,Préstamo personal,Montevideo,24030.0,189,6,48,495,13800.0,4,4,4,0.583,6,Llamada,1,180+
KB-100232,Retail,Financiación retail,Colonia,55170.0,62,3,103,538,42100.0,8,1,1,0.818,1,Llamada,0,61-90
KB-100233,Pyme,Préstamo personal,Paysandú,601110.0,21,1,112,385,68000.0,3,0,1,0.371,4,WhatsApp,0,1-30
KB-100234,Retail,Préstamo personal,Montevideo,14630.0,5,1,69,624,109500.0,5,5,1,0.611,2,Llamada,1,1-30
KB-100235,Corporativo,Tarjeta de crédito,Tacuarembó,200560.0,35,2,14,661,65600.0,4,1,0,0.76,6,WhatsApp,0,31-60
KB-100236,Corporativo,Crédito automotor,Montevideo,1748920.0,11,1,159,532,48100.0,5,1,1,0.763,0,WhatsApp,0,1-30
KB-100237,Retail,Crédito automotor,San José,35850.0,87,2,49,582,72400.0,12,4,1,0.427,5,WhatsApp,0,61-90
KB-100238,Corporativo,Préstamo personal,Colonia,576840.0,36,2,127,631,64100.0,5,5,1,0.438,5,WhatsApp,1,31-60
KB-100239,Pyme,Financiación retail,Soriano,429980.0,88,2,115,671,21400.0,10,5,1,0.507,4,Llamada,1,61-90
KB-100240,Pyme,Préstamo personal,Río Negro,241620.0,11,1,37,522,44200.0,8,0,1,0.57,2,Llamada,0,1-30
KB-100241,Pyme,Préstamo personal,Canelones,47600.0,31,2,38,555,34000.0,6,2,2,0.619,4,Llamada,0,31-60
KB-100242,Pyme,Préstamo personal,Montevideo,43580.0,16,1,84,549,39700.0,6,5,1,0.691,3,Llamada,1,1-30
KB-100243,Pyme,Microcrédito,Montevideo,70460.0,112,4,49,487,23600.0,8,2,1,0.903,6,Email,0,91-180
KB-100244,Retail,Tarjeta de crédito,San José,18530.0,145,5,132,381,38600.0,3,3,1,0.762,2,WhatsApp,0,91-180
KB-100245,Corporativo,Tarjeta de crédito,Maldonado,555280.0,229,7,8,640,28500.0,5,0,2,0.413,6,WhatsApp,0,180+
KB-100246,Retail,Préstamo personal,Flores,13320.0,10,1,81,641,142400.0,9,0,1,0.967,2,WhatsApp,1,1-30
KB-100247,Pyme,Préstamo personal,Soriano,504570.0,121,4,64,395,25200.0,10,1,6,0.86,1,SMS,0,91-180
KB-100248,Retail,Préstamo personal,Colonia,52850.0,105,3,179,346,87800.0,3,5,1,0.692,3,WhatsApp,0,91-180
KB-100249,Retail,Tarjeta de crédito,Montevideo,83730.0,18,1,74,750,68900.0,3,0,0,0.636,4,WhatsApp,1,1-30
KB-100250,Retail,Microcrédito,Montevideo,165290.0,104,3,143,592,48500.0,5,1,2,0.841,8,SMS,1,91-180
KB-100251,Pyme,Préstamo personal,Colonia,156530.0,43,1,35,748,206900.0,7,0,3,0.365,6,SMS,0,31-60
KB-100252,Retail,Préstamo personal,Montevideo,5210.0,38,2,100,709,105300.0,5,3,0,0.697,8,WhatsApp,1,31-60
KB-100253,Retail,Préstamo personal,Canelones,22800.0,4,1,50,559,17000.0,6,5,1,0.865,1,WhatsApp,1,1-30
KB-100254,Retail,Crédito automotor,Canelones,6880.0,107,3,4,614,41000.0,6,5,3,0.503,8,WhatsApp,1,91-180
KB-100255,Retail,Tarjeta de crédito,Paysandú,25780.0,54,2,111,635,46400.0,10,3,0,0.446,4,SMS,1,31-60
KB-100256,Retail,Financiación retail,Canelones,39610.0,16,1,52,424,32000.0,4,0,2,0.665,2,Email,0,1-30
KB-100257,Pyme,Tarjeta de crédito,Maldonado,100910.0,96,3,72,505,69300.0,9,0,0,0.855,5,WhatsApp,1,91-180
KB-100258,Retail,Préstamo personal,Montevideo,36580.0,10,1,59,495,24400.0,6,0,0,0.593,0,WhatsApp,0,1-30
KB-100259,Retail,Préstamo personal,Salto,30610.0,149,4,168,410,34900.0,4,4,0,0.084,4,Llamada,0,91-180
KB-100260,Retail,Tarjeta de crédito,Tacuarembó,93860.0,40,2,177,429,20900.0,11,2,1,0.562,6,Llamada,0,31-60
KB-100261,Corporativo,Tarjeta de crédito,Montevideo,517670.0,41,1,89,627,138600.0,11,1,1,0.456,3,WhatsApp,1,31-60
KB-100262,Retail,Préstamo personal,Maldonado,21080.0,120,5,65,757,34100.0,2,4,3,0.583,3,WhatsApp,1,91-180
KB-100263,Retail,Préstamo personal,Durazno,24580.0,148,4,151,697,51500.0,8,1,1,0.75,1,WhatsApp,0,91-180
KB-100264,Retail,Préstamo personal,Montevideo,21820.0,40,1,87,805,43900.0,2,3,0,0.976,2,Email,1,31-60
KB-100265,Corporativo,Crédito automotor,Montevideo,616730.0,72,2,173,546,83900.0,6,0,1,0.695,2,WhatsApp,1,61-90
KB-100266,Retail,Cuenta corriente,Paysandú,20700.0,28,1,127,547,27800.0,6,1,3,0.588,3,WhatsApp,0,1-30
KB-100267,Retail,Cuenta corriente,San José,20090.0,26,1,86,742,20300.0,2,4,0,0.541,1,Llamada,1,1-30
KB-100268,Retail,Financiación retail,Maldonado,19800.0,72,3,145,534,42200.0,4,1,1,0.801,5,WhatsApp,1,61-90
KB-100269,Retail,Crédito automotor,Montevideo,5170.0,74,3,28,619,98900.0,9,0,5,0.47,7,Llamada,1,61-90
KB-100270,Retail,Tarjeta de crédito,Paysandú,21650.0,103,3,2,621,19900.0,6,0,1,0.422,7,SMS,0,91-180
KB-100271,Pyme,Tarjeta de crédito,Montevideo,112810.0,37,1,98,625,40200.0,9,1,0,0.939,3,WhatsApp,1,31-60
KB-100272,Retail,Financiación retail,Montevideo,106430.0,34,2,67,899,32300.0,11,5,2,0.79,2,WhatsApp,1,31-60
KB-100273,Pyme,Préstamo personal,Artigas,219830.0,133,4,5,469,31300.0,5,5,3,0.734,4,SMS,0,91-180
KB-100274,Pyme,Préstamo personal,Maldonado,240920.0,49,1,48,365,41600.0,10,4,0,0.47,2,WhatsApp,0,31-60
KB-100275,Retail,Tarjeta de crédito,Montevideo,269870.0,114,3,83,669,26900.0,6,0,1,0.548,6,SMS,1,91-180
KB-100276,Retail,Cuenta corriente,Montevideo,42800.0,13,1,86,541,42400.0,4,5,1,0.557,5,WhatsApp,1,1-30
KB-100277,Pyme,Financiación retail,Florida,245860.0,97,3,96,723,32400.0,4,3,2,0.768,3,WhatsApp,1,91-180
KB-100278,Retail,Préstamo personal,Paysandú,9000.0,163,6,70,446,63400.0,3,0,2,0.43,7,WhatsApp,0,91-180
KB-100279,Retail,Préstamo personal,Canelones,12270.0,46,1,178,615,73000.0,5,2,0,0.44,5,WhatsApp,1,31-60
KB-100280,Pyme,Tarjeta de crédito,Canelones,178570.0,29,1,57,633,64200.0,8,3,1,0.3,3,Email,1,1-30
KB-100281,Retail,Tarjeta de crédito,Canelones,14760.0,62,2,76,528,45600.0,6,2,0,0.232,6,Llamada,1,61-90
KB-100282,Retail,Microcrédito,Montevideo,13960.0,155,6,132,413,99200.0,6,0,2,0.737,4,Email,0,91-180
KB-100283,Retail,Préstamo personal,Montevideo,66220.0,81,2,9,640,94300.0,8,5,1,0.768,0,SMS,1,61-90
KB-100284,Retail,Préstamo personal,Colonia,43510.0,16,1,58,446,39600.0,6,3,4,0.337,0,SMS,0,1-30
KB-100285,Retail,Préstamo personal,Montevideo,27180.0,18,1,142,460,44800.0,10,3,1,0.273,6,WhatsApp,0,1-30
KB-100286,Pyme,Microcrédito,Salto,83730.0,30,1,145,466,93300.0,5,5,0,0.425,3,Llamada,0,1-30
KB-100287,Retail,Préstamo personal,Montevideo,5240.0,171,5,103,358,37100.0,4,2,3,0.566,5,Llamada,0,91-180
KB-100288,Corporativo,Crédito automotor,Florida,635890.0,29,1,139,684,41400.0,7,3,4,0.532,0,Email,1,1-30
KB-100289,Pyme,Tarjeta de crédito,Montevideo,104430.0,63,3,41,321,28500.0,5,5,2,0.636,5,WhatsApp,0,61-90
KB-100290,Retail,Tarjeta de crédito,Tacuarembó,21550.0,132,5,36,761,55900.0,5,4,1,0.799,5,Llamada,1,91-180
KB-100291,Pyme,Financiación retail,Rivera,371130.0,40,1,116,613,31700.0,7,1,1,0.655,3,Llamada,1,31-60
KB-100292,Corporativo,Microcrédito,Montevideo,108230.0,21,1,171,653,26000.0,7,1,3,0.319,3,Llamada,0,1-30
KB-100293,Retail,Cuenta corriente,Montevideo,20260.0,36,1,144,359,30500.0,5,4,2,0.632,6,WhatsApp,1,31-60
KB-100294,Corporativo,Préstamo personal,Rivera,670440.0,82,3,34,386,28200.0,5,2,2,0.659,3,WhatsApp,0,61-90
KB-100295,Pyme,Tarjeta de crédito,Tacuarembó,70690.0,60,2,47,469,73800.0,5,5,2,0.447,2,WhatsApp,1,31-60
KB-100296,Retail,Tarjeta de crédito,Montevideo,31920.0,29,1,174,457,50800.0,3,3,0,0.793,4,WhatsApp,1,1-30
KB-100297,Pyme,Crédito automotor,Montevideo,69500.0,23,1,65,694,100000.0,8,4,4,0.701,6,WhatsApp,1,1-30
KB-100298,Retail,Microcrédito,Montevideo,40040.0,48,1,31,250,39200.0,4,4,2,0.566,7,Email,0,31-60
KB-100299,Retail,Préstamo personal,Montevideo,9790.0,15,1,47,719,33000.0,5,2,0,0.638,0,Email,1,1-30
KB-100300,Pyme,Financiación retail,Durazno,175880.0,136,4,161,500,18900.0,9,0,0,0.262,5,Email,0,91-180
KB-100301,Retail,Cuenta corriente,Tacuarembó,3920.0,75,2,129,620,95400.0,0,3,2,0.549,4,Llamada,1,61-90
KB-100302,Pyme,Financiación retail,Maldonado,38190.0,48,1,102,530,44600.0,5,0,3,0.949,9,WhatsApp,0,31-60
KB-100303,Pyme,Crédito automotor,Montevideo,219480.0,80,3,169,534,43800.0,6,4,1,0.82,4,Llamada,1,61-90
KB-100304,Pyme,Financiación retail,Montevideo,408520.0,6,1,61,663,39400.0,4,2,1,0.342,3,WhatsApp,1,1-30
KB-100305,Retail,Crédito automotor,Montevideo,29220.0,31,2,168,452,17700.0,8,4,1,0.482,6,Email,1,31-60
KB-100306,Retail,Préstamo personal,Montevideo,65800.0,209,6,105,557,52800.0,8,4,2,0.313,9,Llamada,1,180+
KB-100307,Pyme,Crédito automotor,Maldonado,145280.0,40,2,46,551,42200.0,4,2,3,0.65,5,WhatsApp,0,31-60
KB-100308,Retail,Crédito automotor,Montevideo,8270.0,24,1,60,579,22600.0,6,0,2,0.695,3,Llamada,1,1-30
KB-100309,Corporativo,Crédito automotor,Montevideo,124930.0,42,2,109,595,109400.0,7,0,0,0.639,2,WhatsApp,1,31-60
KB-100310,Pyme,Cuenta corriente,Colonia,329040.0,97,3,45,585,26300.0,8,4,1,0.92,6,Llamada,1,91-180
KB-100311,Retail,Tarjeta de crédito,Montevideo,41360.0,61,3,164,717,406000.0,3,5,1,0.879,5,Llamada,1,61-90
KB-100312,Retail,Financiación retail,Artigas,44990.0,7,1,56,654,34300.0,5,5,2,0.821,3,Llamada,1,1-30
KB-100313,Retail,Préstamo personal,Colonia,12900.0,22,1,72,756,60700.0,7,0,3,0.648,4,WhatsApp,1,1-30
KB-100314,Retail,Tarjeta de crédito,Canelones,124330.0,28,1,136,412,21000.0,8,2,1,0.291,2,SMS,0,1-30
KB-100315,Retail,Tarjeta de crédito,Salto,40970.0,66,3,126,487,81500.0,10,1,3,0.529,5,WhatsApp,0,61-90
KB-100316,Pyme,Crédito automotor,Rocha,451830.0,27,1,142,634,21000.0,2,2,3,0.505,4,WhatsApp,0,1-30
KB-100317,Retail,Tarjeta de crédito,Colonia,12140.0,34,2,28,472,40500.0,11,0,1,0.365,2,WhatsApp,1,31-60
KB-100318,Pyme,Tarjeta de crédito,Montevideo,49300.0,19,1,32,612,55400.0,8,0,1,0.619,2,WhatsApp,1,1-30
KB-100319,Retail,Crédito automotor,Colonia,39990.0,47,2,44,627,20400.0,7,5,0,0.131,3,Email,1,31-60
KB-100320,Pyme,Microcrédito,Montevideo,91580.0,20,1,36,672,23100.0,4,0,0,0.307,6,Llamada,1,1-30
KB-100321,Pyme,Microcrédito,Rivera,83530.0,69,3,132,461,11900.0,7,1,3,0.378,1,WhatsApp,0,61-90
KB-100322,Retail,Crédito automotor,Montevideo,19360.0,7,1,152,305,42100.0,6,1,2,0.387,2,WhatsApp,0,1-30
KB-100323,Pyme,Tarjeta de crédito,Montevideo,79680.0,41,1,28,656,47100.0,4,5,3,0.541,1,WhatsApp,0,31-60
KB-100324,Retail,Cuenta corriente,Canelones,39020.0,14,1,115,784,85900.0,3,0,1,0.391,3,Llamada,1,1-30
KB-100325,Retail,Financiación retail,Río Negro,44790.0,23,1,38,698,33500.0,6,2,1,0.343,2,SMS,1,1-30
KB-100326,Retail,Microcrédito,San José,18800.0,28,1,125,586,18100.0,6,0,1,0.56,1,Llamada,1,1-30
KB-100327,Retail,Préstamo personal,Montevideo,20150.0,30,1,38,821,100500.0,2,3,1,0.589,2,WhatsApp,1,1-30
KB-100328,Retail,Tarjeta de crédito,Montevideo,51470.0,190,6,131,560,46800.0,5,3,2,0.59,3,Llamada,1,180+
KB-100329,Pyme,Tarjeta de crédito,Montevideo,216350.0,232,7,140,683,100500.0,4,2,1,0.69,8,WhatsApp,0,180+
KB-100330,Pyme,Microcrédito,Salto,61530.0,153,6,143,304,25400.0,5,0,4,0.369,6,WhatsApp,0,91-180
KB-100331,Retail,Microcrédito,Canelones,35640.0,117,4,163,552,84000.0,12,4,0,0.66,3,Llamada,1,91-180
KB-100332,Retail,Microcrédito,Montevideo,31500.0,43,2,108,592,29500.0,7,2,0,0.553,3,WhatsApp,1,31-60
KB-100333,Retail,Préstamo personal,Canelones,20790.0,89,2,73,638,61900.0,3,4,2,0.307,3,Llamada,1,61-90
KB-100334,Retail,Crédito automotor,San José,29940.0,192,6,127,556,155500.0,3,5,2,0.618,7,Llamada,1,180+
KB-100335,Retail,Préstamo personal,Canelones,19260.0,142,4,134,485,84800.0,0,4,3,0.236,6,WhatsApp,0,91-180
KB-100336,Corporativo,Préstamo personal,Montevideo,695860.0,134,4,141,447,68500.0,5,4,2,0.505,6,Llamada,0,91-180
KB-100337,Corporativo,Tarjeta de crédito,Soriano,562980.0,124,5,11,742,51600.0,6,2,3,0.542,4,SMS,0,91-180
KB-100338,Retail,Financiación retail,Salto,8990.0,6,1,88,605,48600.0,4,4,2,0.8,5,SMS,1,1-30
KB-100339,Retail,Microcrédito,Canelones,25290.0,159,5,5,366,66900.0,7,5,0,0.285,3,WhatsApp,0,91-180
KB-100340,Retail,Préstamo personal,Maldonado,17990.0,118,4,150,703,40800.0,7,2,2,0.309,5,Email,1,91-180
KB-100341,Retail,Tarjeta de crédito,Canelones,74890.0,20,1,38,544,25100.0,6,5,0,0.675,4,Llamada,1,1-30
KB-100342,Pyme,Microcrédito,Paysandú,301180.0,15,1,146,545,27600.0,7,4,3,0.683,4,WhatsApp,0,1-30
KB-100343,Retail,Crédito automotor,Montevideo,11870.0,15,1,112,497,37700.0,5,2,1,0.833,4,SMS,1,1-30
KB-100344,Retail,Préstamo personal,Montevideo,60270.0,181,6,122,384,71300.0,3,1,1,0.545,7,WhatsApp,0,180+
KB-100345,Pyme,Financiación retail,San José,407000.0,174,5,118,298,31900.0,4,1,1,0.287,4,WhatsApp,0,91-180
KB-100346,Pyme,Financiación retail,Montevideo,118490.0,11,1,2,411,85200.0,7,5,3,0.48,4,WhatsApp,0,1-30
KB-100347,Pyme,Financiación retail,Montevideo,189250.0,14,1,46,872,97300.0,9,2,2,0.99,3,Llamada,1,1-30
KB-100348,Pyme,Financiación retail,Soriano,60580.0,147,4,165,675,89600.0,1,2,4,0.025,4,WhatsApp,0,91-180
KB-100349,Pyme,Préstamo personal,Montevideo,86990.0,18,1,168,604,32300.0,4,4,2,0.54,2,Llamada,1,1-30
KB-100350,Corporativo,Financiación retail,Montevideo,788930.0,7,1,133,582,41600.0,5,5,1,0.583,6,WhatsApp,1,1-30
KB-100351,Pyme,Préstamo personal,Maldonado,56890.0,48,1,150,427,40200.0,9,4,1,0.613,7,Llamada,0,31-60
KB-100352,Retail,Préstamo personal,Trinidad,21910.0,30,2,31,445,36100.0,7,2,2,0.28,8,Llamada,0,1-30
KB-100353,Retail,Préstamo personal,Colonia,21850.0,131,5,64,841,24800.0,4,2,1,0.433,5,Llamada,1,91-180
KB-100354,Pyme,Tarjeta de crédito,Montevideo,106210.0,75,3,32,529,29000.0,7,1,0,0.697,3,WhatsApp,0,61-90
KB-100355,Corporativo,Cuenta corriente,Montevideo,438330.0,19,1,175,950,86800.0,5,4,2,0.595,7,Llamada,1,1-30
KB-100356,Corporativo,Financiación retail,Montevideo,1459050.0,105,4,106,340,40300.0,3,2,2,0.668,4,Llamada,0,91-180
KB-100357,Retail,Cuenta corriente,Montevideo,40230.0,53,2,65,610,42800.0,4,5,1,0.381,6,Email,1,31-60
KB-100358,Pyme,Préstamo personal,Treinta y Tres,417460.0,63,2,94,317,48300.0,6,0,0,0.613,5,WhatsApp,0,61-90
KB-100359,Pyme,Tarjeta de crédito,Montevideo,152080.0,19,1,114,426,34900.0,4,0,0,0.468,2,Email,0,1-30
KB-100360,Pyme,Tarjeta de crédito,Canelones,88580.0,22,1,130,611,30600.0,7,4,1,0.46,8,WhatsApp,1,1-30
KB-100361,Retail,Préstamo personal,Maldonado,49950.0,63,3,132,387,16400.0,9,1,0,0.686,4,Email,0,61-90
KB-100362,Retail,Tarjeta de crédito,Montevideo,10840.0,146,4,144,506,25900.0,4,3,1,0.273,10,Llamada,0,91-180
KB-100363,Retail,Tarjeta de crédito,Montevideo,84220.0,15,1,26,576,115500.0,4,2,0,0.403,3,WhatsApp,1,1-30
KB-100364,Retail,Financiación retail,Montevideo,17530.0,29,1,136,505,59400.0,5,3,0,0.277,1,Email,0,1-30
KB-100365,Retail,Tarjeta de crédito,Maldonado,11440.0,12,1,45,681,37900.0,4,3,0,0.51,5,Email,1,1-30
KB-100366,Pyme,Financiación retail,Tacuarembó,102420.0,101,4,160,383,50400.0,5,3,0,0.956,5,WhatsApp,0,91-180
KB-100367,Pyme,Microcrédito,Canelones,176180.0,28,1,22,499,35300.0,7,3,0,0.535,1,WhatsApp,1,1-30
KB-100368,Retail,Crédito automotor,Montevideo,19290.0,10,1,73,643,103500.0,6,1,0,0.583,1,SMS,1,1-30
KB-100369,Retail,Préstamo personal,Montevideo,25390.0,216,8,164,498,17300.0,4,1,2,0.739,2,Email,0,180+
KB-100370,Retail,Préstamo personal,Montevideo,31580.0,20,1,100,488,49800.0,3,3,0,0.803,3,Llamada,1,1-30
KB-100371,Retail,Préstamo personal,Florida,12350.0,17,1,1,513,32500.0,7,1,0,0.721,4,SMS,1,1-30
KB-100372,Retail,Préstamo personal,Artigas,18660.0,228,8,118,459,74900.0,8,5,0,0.418,6,SMS,1,180+
KB-100373,Retail,Crédito automotor,Montevideo,145400.0,156,5,119,503,75100.0,4,0,1,0.459,6,Email,0,91-180
KB-100374,Pyme,Tarjeta de crédito,Montevideo,319740.0,148,5,88,665,33000.0,5,0,0,0.477,5,SMS,1,91-180
KB-100375,Pyme,Préstamo personal,Colonia,29490.0,27,1,23,617,38400.0,10,2,1,0.362,2,Llamada,1,1-30
KB-100376,Retail,Préstamo personal,Montevideo,23110.0,54,1,176,640,18000.0,4,5,2,0.745,2,SMS,1,31-60
KB-100377,Retail,Financiación retail,Montevideo,27280.0,168,5,104,558,21200.0,6,1,2,0.183,4,WhatsApp,0,91-180
KB-100378,Retail,Cuenta corriente,Montevideo,28630.0,118,3,132,385,41400.0,7,1,2,0.479,5,Llamada,0,91-180
KB-100379,Retail,Financiación retail,Salto,18130.0,62,3,149,514,17900.0,6,5,0,0.203,9,WhatsApp,1,61-90
KB-100380,Retail,Cuenta corriente,Montevideo,17210.0,140,4,98,356,32400.0,1,0,0,0.394,2,WhatsApp,0,91-180
KB-100381,Retail,Tarjeta de crédito,Cerro Largo,32050.0,31,1,132,547,20000.0,2,5,2,0.659,4,WhatsApp,1,31-60
KB-100382,Retail,Tarjeta de crédito,Rivera,49500.0,145,5,27,726,44400.0,7,4,1,0.358,6,WhatsApp,1,91-180
KB-100383,Retail,Tarjeta de crédito,Montevideo,3860.0,53,2,170,879,28800.0,1,2,0,0.758,8,WhatsApp,1,31-60
KB-100384,Retail,Préstamo personal,Canelones,26520.0,35,1,127,718,26000.0,0,1,3,0.824,4,WhatsApp,1,31-60
KB-100385,Pyme,Tarjeta de crédito,Montevideo,125620.0,70,2,147,676,19700.0,2,1,1,0.692,2,SMS,1,61-90
KB-100386,Corporativo,Financiación retail,Montevideo,189210.0,46,1,159,614,44100.0,6,0,0,0.669,5,WhatsApp,1,31-60
KB-100387,Retail,Préstamo personal,Treinta y Tres,20960.0,161,6,79,320,29300.0,5,3,1,0.563,10,WhatsApp,0,91-180
KB-100388,Retail,Préstamo personal,Canelones,12260.0,198,6,63,577,18900.0,5,4,1,0.444,3,WhatsApp,0,180+
KB-100389,Retail,Financiación retail,Montevideo,13120.0,44,2,175,598,15600.0,8,5,2,0.646,6,WhatsApp,1,31-60
KB-100390,Retail,Tarjeta de crédito,Treinta y Tres,38980.0,10,1,20,411,16100.0,4,2,1,0.514,4,WhatsApp,0,1-30
KB-100391,Corporativo,Tarjeta de crédito,Canelones,655660.0,63,3,10,596,41600.0,6,0,2,0.565,1,Llamada,0,61-90
KB-100392,Corporativo,Tarjeta de crédito,Montevideo,449040.0,80,2,31,370,33700.0,6,1,1,0.99,6,WhatsApp,0,61-90
KB-100393,Retail,Tarjeta de crédito,Montevideo,4970.0,10,1,9,527,109400.0,7,4,2,0.949,3,Llamada,1,1-30
KB-100394,Retail,Tarjeta de crédito,San José,70840.0,59,2,12,691,51400.0,6,5,0,0.771,8,Llamada,1,31-60
KB-100395,Pyme,Tarjeta de crédito,Montevideo,59900.0,202,7,139,552,20200.0,0,3,2,0.376,8,Llamada,0,180+
KB-100396,Retail,Financiación retail,Salto,66700.0,72,3,125,624,37400.0,9,5,0,0.779,5,SMS,1,61-90
KB-100397,Pyme,Financiación retail,Montevideo,268770.0,147,5,151,722,46200.0,5,1,2,0.472,5,Email,1,91-180
KB-100398,Retail,Tarjeta de crédito,Canelones,19220.0,20,1,174,536,30200.0,6,1,0,0.546,5,WhatsApp,0,1-30
KB-100399,Corporativo,Microcrédito,Montevideo,2455980.0,16,1,26,767,44000.0,10,4,2,0.468,3,SMS,1,1-30
KB-100400,Retail,Tarjeta de crédito,Colonia,18860.0,112,3,175,568,68700.0,7,3,1,0.549,6,Llamada,1,91-180
KB-100401,Retail,Préstamo personal,Montevideo,12340.0,160,6,53,574,62400.0,8,3,5,0.351,7,WhatsApp,0,91-180
KB-100402,Pyme,Préstamo personal,Canelones,249840.0,30,2,116,494,78600.0,7,2,0,0.636,1,SMS,0,1-30
KB-100403,Pyme,Crédito automotor,San José,139110.0,56,2,7,434,114800.0,8,3,2,0.233,3,Llamada,0,31-60
KB-100404,Pyme,Tarjeta de crédito,Tacuarembó,209630.0,50,1,162,624,28300.0,7,1,1,0.687,3,Email,1,31-60
KB-100405,Retail,Crédito automotor,Montevideo,73170.0,114,4,25,507,30500.0,7,1,1,0.622,4,SMS,0,91-180
KB-100406,Retail,Tarjeta de crédito,Colonia,16290.0,10,1,134,487,40400.0,5,1,2,0.687,1,WhatsApp,0,1-30
KB-100407,Retail,Préstamo personal,Montevideo,43220.0,19,1,130,517,45900.0,5,4,1,0.696,6,Llamada,1,1-30
KB-100408,Pyme,Tarjeta de crédito,Montevideo,318630.0,33,1,6,648,22400.0,7,4,1,0.363,7,WhatsApp,1,31-60
KB-100409,Retail,Cuenta corriente,Canelones,32010.0,135,4,54,581,51900.0,2,2,1,0.443,5,Llamada,0,91-180
KB-100410,Corporativo,Tarjeta de crédito,Maldonado,318820.0,3,1,95,501,122000.0,7,3,2,0.956,5,SMS,0,1-30
KB-100411,Corporativo,Cuenta corriente,Canelones,2117060.0,70,3,168,629,47300.0,11,3,2,0.659,6,Llamada,1,61-90
KB-100412,Retail,Préstamo personal,Montevideo,24700.0,87,3,40,287,8000.0,12,4,2,0.659,8,Llamada,0,61-90
KB-100413,Retail,Microcrédito,Canelones,39650.0,101,4,138,679,64100.0,5,3,3,0.315,9,WhatsApp,1,91-180
KB-100414,Retail,Tarjeta de crédito,Soriano,20600.0,46,1,133,706,45000.0,5,2,2,0.469,4,SMS,1,31-60
KB-100415,Retail,Tarjeta de crédito,Montevideo,26710.0,109,3,123,483,79400.0,9,2,1,0.4,3,Llamada,0,91-180
